ordinal,sku,asin,owner_decision,owner_reason_code,owner_reason,human_arbitration_batch,strict_v8_decision,strict_v8_reason_codes,asset_sha256,asset_local_path,source_main_image_url
45,GX-ASTJ-WHV3,B0H83XV9WX,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH|MISSING_RECIPE_COMPONENT,8cf7af0ae8ebad5844d3b730a269fa1ddddc16aaef464cc289d38dcb9146ebb9,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/045-GX-ASTJ-WHV3-B0H83XV9WX-8cf7af0ae8eb.jpg,https://m.media-amazon.com/images/I/81aKyCns6uL.jpg
46,HA-ASCR-ME3A,B0H85V287S,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,03e9749b052a72b529b38cd9d4112bb16ef743f09e17048648af31c1584f49ae,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/046-HA-ASCR-ME3A-B0H85V287S-03e9749b052a.jpg,https://m.media-amazon.com/images/I/81jiw02-9gL.jpg
47,HD-ASEQ-MFAY,B0H83QW85C,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,73ed45d913d690048cf8f1c8b80b8f6b398343f61c153f408098f08a6cb559de,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/047-HD-ASEQ-MFAY-B0H83QW85C-73ed45d913d6.jpg,https://m.media-amazon.com/images/I/81Uw-S7NRPL.jpg
48,HR-AS7Q-7ZDF,B0H856RRRK,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH|FICTIONAL_OR_ALTERED_PACKAGE_ART,d8e837772fac23dbd42605aa0a80180d7a996b4fa9a910605008f0be6659cfb5,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/048-HR-AS7Q-7ZDF-B0H856RRRK-d8e837772fac.jpg,https://m.media-amazon.com/images/I/8117dcDYYtL.jpg
49,HU-ASMI-DN3X,B0H82YMT6K,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,cd43761c0aff666fcd9675be7d4375b83e76c6aed3b4a6d1c88f2d12a839e6a1,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/049-HU-ASMI-DN3X-B0H82YMT6K-cd43761c0aff.jpg,https://m.media-amazon.com/images/I/81emIpp6XeL.jpg
50,HX-ASO8-XCL2,B0H832SD15,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,5f6904abd7c503dd145cf2d65d8185ee6f33f20a7fd035e364bca733aa71d1bf,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/050-HX-ASO8-XCL2-B0H832SD15-5f6904abd7c5.jpg,https://m.media-amazon.com/images/I/81mpB0QG6jL.jpg
51,HZ-ASPS-4L22,B0H857K38C,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,GENERIC_OR_UNBRANDED_PACKAGE,8cd1ddd15697ad14279e1899d1dbbbcb593f7c1a3c38b90f43ed5df11f4f7f0a,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/051-HZ-ASPS-4L22-B0H857K38C-8cd1ddd15697.jpg,https://m.media-amazon.com/images/I/81I6pQtU95L.jpg
52,JC-ASM4-XXW7,B0H84ZL156,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,WRONG_NUTRITION_OR_VARIANT_TEXT,6a68177cc400d2227585f11d9576895815ef6fc3cdc0fb7bea86f170f9d477c7,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/052-JC-ASM4-XXW7-B0H84ZL156-6a68177cc400.jpg,https://m.media-amazon.com/images/I/81gm9tYpJYL.jpg
53,JH-ASV9-Z46X,B0H8369PMK,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,LOOSE_ICE_VISIBLE,8151d5a8077738985b01e2bd12b3606628f03a0ff276971687c71e0811632099,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/053-JH-ASV9-Z46X-B0H8369PMK-8151d5a80777.jpg,https://m.media-amazon.com/images/I/81kx5IGwrlL.jpg
54,JL-ASUC-JUZE,B0H831MXGD,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,919d4340b674f38957f8e1b65767d5a6790b70ed88934911c69c3fc91debcea5,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/054-JL-ASUC-JUZE-B0H831MXGD-919d4340b674.jpg,https://m.media-amazon.com/images/I/81P-6KEnvUL.jpg
55,JS-AS5F-QB8T,B0H822TJ7C,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,GEL_PACK_COUNT_OR_LAYOUT_FAIL,e90d69bd62ebd1783094f047737a09e3ebc5ab173a99fdb7ced7b640f5adf2a5,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/055-JS-AS5F-QB8T-B0H822TJ7C-e90d69bd62eb.jpg,https://m.media-amazon.com/images/I/81s8s-761PL.jpg
56,JT-ASKD-KS8T,B0H83Z6S3Q,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,c0e02a77cf9db95e6bfeef5a7fe052cba75c648b34c5b90c1b092ba32913d45a,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/056-JT-ASKD-KS8T-B0H83Z6S3Q-c0e02a77cf9d.jpg,https://m.media-amazon.com/images/I/81e-c0BS3jL.jpg
57,JU-ASM0-KV4Z,B0H8462L4S,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT|WRONG_NUTRITION_OR_VARIANT_TEXT,cf187ffefdc4dd7bcccf130ead59fe5f560e03dc2ec5d489d0b0ba5a04d703fb,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/057-JU-ASM0-KV4Z-B0H8462L4S-cf187ffefdc4.jpg,https://m.media-amazon.com/images/I/81cV9LgZ1nL.jpg
58,JU-ASYC-SSJD,B0H854C7SZ,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,GENERIC_OR_UNBRANDED_PACKAGE|PRODUCT_PHYSICAL_SEATING_FAIL,9088a19c31a6c11188cdb29fda27f35b8b047228975ff3581958b2744674f312,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/058-JU-ASYC-SSJD-B0H854C7SZ-9088a19c31a6.jpg,https://m.media-amazon.com/images/I/81QZA2g4DNL.jpg
59,JY-ASPW-LB4K,B0H84621N6,CHANGE,MISSING_REQUIRED_PRODUCT,Only Raspberry is shown; required Apple Cinnamon is absent.,B,REPAIR,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT,9d3f5b2767778d4f2e5382aaf410509f8d62fc3c6039450c957322cf4f7fc4ed,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/059-JY-ASPW-LB4K-B0H84621N6-9d3f5b276777.jpg,https://m.media-amazon.com/images/I/81RZA7iPd-L.jpg
60,KD-AS12-8HZ3,B0H845JBM6,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,3504b902388fddb7cc06d67e7cd648c0cd007f7d7ba35bf902a198f89835691f,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/060-KD-AS12-8HZ3-B0H845JBM6-3504b902388f.jpg,https://m.media-amazon.com/images/I/81iJjwaKShL.jpg
61,KN-ASYZ-ST4M,B0H83XBXHX,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,5e67693753e6185ccf2f7130c2023448bba4eb61b0dae1d36b60d2e700203de4,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/061-KN-ASYZ-ST4M-B0H83XBXHX-5e67693753e6.jpg,https://m.media-amazon.com/images/I/81chil4w+IL.jpg
62,KP-ASYC-RN84,B0H83FYZR3,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,61d1f58a8f4d4461d50577f65c6a432dbd26dd6f59cbc914044155ff65f0516d,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/062-KP-ASYC-RN84-B0H83FYZR3-61d1f58a8f4d.jpg,https://m.media-amazon.com/images/I/81qYDCpvgvL.jpg
63,LH-ASP7-KZR4,B0H82XNFRW,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,0bc9eed0bf8829f1786da67bffe3033f831a40f271972e667a15a0b3d0bfa0da,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/063-LH-ASP7-KZR4-B0H82XNFRW-0bc9eed0bf88.jpg,https://m.media-amazon.com/images/I/81TMAZokvKL.jpg
64,LJ-ASYO-FWJK,B0H853SHVC,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH|MISSING_RECIPE_COMPONENT|WRONG_NUTRITION_OR_VARIANT_TEXT,bd9392143b1dc529893ef739548398e80702626212c010fdfdd9f4dd917e99d5,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/064-LJ-ASYO-FWJK-B0H853SHVC-bd9392143b1d.jpg,https://m.media-amazon.com/images/I/81CzaxOzGVL.jpg
65,LK-AS7X-K43B,B0H84CGGXL,CHANGE,FICTIONAL_PACKAGING,The boxes have no Smucker's/Uncrustables branding and are visibly fabricated packaging.,B,REPAIR,FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,7561ca68cb626ac5d464b3fd13f5c20faa74191192111cc588ad9b26bd03a536,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/065-LK-AS7X-K43B-B0H84CGGXL-7561ca68cb62.jpg,https://m.media-amazon.com/images/I/81MY2tqxphL.jpg
66,LP-AS9J-HSVB,B0H82B7KK1,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,734e2b65b1fddfa895755eb0253cd7ff82b79ee5958b840eb58daf8456bc5776,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/066-LP-AS9J-HSVB-B0H82B7KK1-734e2b65b1fd.jpg,https://m.media-amazon.com/images/I/81M5NVbnV8L.jpg
67,LU-ASK0-LSDF,B0H84YZDB7,CHANGE,FICTIONAL_PACKAGING,The boxes use generic flavor names without Uncrustables branding and are non-existent packaging.,B,REPAIR,CARTON_COUNT_MATH_MISMATCH|FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,cef974d62abaed6194ce5d98c3a720f6ee34b84c1c7f9a670985eb0721393738,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/067-LU-ASK0-LSDF-B0H84YZDB7-cef974d62aba.jpg,https://m.media-amazon.com/images/I/81WGKMeli1L.jpg
68,ME-AS1I-SEX2,B0H83RVHNF,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,8f965df2f380c33d05217b010468b97c23e857f8879beb409789000f9c85f43e,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/068-ME-AS1I-SEX2-B0H83RVHNF-8f965df2f380.jpg,https://m.media-amazon.com/images/I/81MIKQNe8WL.jpg
69,MF-AS0J-YRT4,B0H82NHQCL,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,fb8d8cc043578e711423f07094ee99576ef2ae6404e65138d21eab1aa58d6c66,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/069-MF-AS0J-YRT4-B0H82NHQCL-fb8d8cc04357.jpg,https://m.media-amazon.com/images/I/81XkZjBTGIL.jpg
70,MP-ASYO-QNU2,B0H84Z9KWL,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,57ded73ec4e431ab1f4ea89491f6b79ad920bc5fb35b5e377f0d5014520bb1df,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/070-MP-ASYO-QNU2-B0H84Z9KWL-57ded73ec4e4.jpg,https://m.media-amazon.com/images/I/81eXsDdkK9L.jpg
71,MP-ASZ9-TKE7,B0H837HLKC,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,3398bb472d684a29a8a7f98f976497a32be31eac8dcb908712eceba1ec69f93b,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/071-MP-ASZ9-TKE7-B0H837HLKC-3398bb472d68.jpg,https://m.media-amazon.com/images/I/81474jFFXdL.jpg
72,NC-ASPL-EXE8,B0H83QRV43,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,796c5556f0963eb830e315eac9934737608a58970b9976d9a3d6051d79214324,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/072-NC-ASPL-EXE8-B0H83QRV43-796c5556f096.jpg,https://m.media-amazon.com/images/I/81xgQsSvxPL.jpg
73,NJ-ASAC-PTK2,B0H82X48CD,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,0ea952dcb9485fa04e1c781e0d1d799c846f0814779376eba1563eac0d370cbf,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/073-NJ-ASAC-PTK2-B0H82X48CD-0ea952dcb948.jpg,https://m.media-amazon.com/images/I/81yie+iSYlL.jpg
74,NM-ASEW-S2SK,B0H86TVN3C,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,7062e7027abd90e43f86422a7ec17b95d2ba63f52296a56b90c2d24e59a4df4f,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/074-NM-ASEW-S2SK-B0H86TVN3C-7062e7027abd.jpg,https://m.media-amazon.com/images/I/81SAabcmEJL.jpg
75,NS-ASSD-B3JJ,B0H82L945T,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,UNPROVEN_VARIANT_SUBSTITUTION,280f0bb428672068188c14792ca9c2ffcfbca9408468e95bcb86ea75b3a938f5,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/075-NS-ASSD-B3JJ-B0H82L945T-280f0bb42867.jpg,https://m.media-amazon.com/images/I/81a+e6ufrqL.jpg
76,NT-ASIL-V5LK,B0H84547PM,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,4d1ceae4cc0d14877ad8426868a24cdec648eb7c56dffc6f51471b18145c69ce,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/076-NT-ASIL-V5LK-B0H84547PM-4d1ceae4cc0d.jpg,https://m.media-amazon.com/images/I/81uj2EMC82L.jpg
77,NV-AS86-HD44,B0H85KQJKS,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,0d4a6515e485ca690b1c8ebb2e24a92a54382aaa6ca0a89cb81a555372b3ea6e,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/077-NV-AS86-HD44-B0H85KQJKS-0d4a6515e485.jpg,https://m.media-amazon.com/images/I/81ZjdZrp8rL.jpg
78,PB-ASAF-G2T6,B0H82K7Y7S,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,299fd08884d21bf263d1906638ceed76b4b7932757c3cc71f4e4f68fb29bac58,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/078-PB-ASAF-G2T6-B0H82K7Y7S-299fd08884d2.jpg,https://m.media-amazon.com/images/I/81FuEY1bPOL.jpg
79,PJ-ASAX-6LTG,B0H82T12L7,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,44bd2da8b3c588488c2c44bb310407be5fcfd277317949cda41de1796db01b21,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/079-PJ-ASAX-6LTG-B0H82T12L7-44bd2da8b3c5.jpg,https://m.media-amazon.com/images/I/81lRF-bVfqL.jpg
80,PJ-ASDX-E8LW,B0H85MGP35,CHANGE,MISSING_REQUIRED_PRODUCT,Only Honey is shown; required Mixed Berry is absent.,B,REPAIR,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT,a2bb4733ed0c6c8211d4522f46ac8deca3b3760ea35c88694b80bca78bc858a8,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/080-PJ-ASDX-E8LW-B0H85MGP35-a2bb4733ed0c.jpg,https://m.media-amazon.com/images/I/81kUGTCO8kL.jpg
81,PL-ASR9-U94A,B0H83RR2XQ,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,ee2a2d60a5b6dc41e92487a4c24eeb7a950f4904c30fc53ab12047ef97a4fb23,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/081-PL-ASR9-U94A-B0H83RR2XQ-ee2a2d60a5b6.jpg,https://m.media-amazon.com/images/I/81vBA0Ts8KL.jpg
82,PP-AS23-SPLQ,B0H84CDNQG,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,de25dc4dafdef66aa4ebeabae68a278f5f3fbe982d889db6d7f9fc21121bbfb8,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/082-PP-AS23-SPLQ-B0H84CDNQG-de25dc4dafde.jpg,https://m.media-amazon.com/images/I/81A0VpkFSRL.jpg
83,PR-AS79-8SDF,B0H82L74PL,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,91e6bb7a7a190824e2ad4f7aa3995612caacf32ac06238a824733162560f543f,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/083-PR-AS79-8SDF-B0H82L74PL-91e6bb7a7a19.jpg,https://m.media-amazon.com/images/I/810lmlFVV9L.jpg
84,PT-AS5B-Z2XH,B0H84Z6QWY,CHANGE,FICTIONAL_PACKAGING,"Anonymous boxes labeled 'Soft Bread' are fabricated packaging, not Uncrustables.",B,REPAIR,FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,c68598f94e3880d0c0a5e3b2e3437d06a1d082ba2d2ef92fd9c70f0a4dc56300,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/084-PT-AS5B-Z2XH-B0H84Z6QWY-c68598f94e38.jpg,https://m.media-amazon.com/images/I/81hSiHcy+uL.jpg
85,PU-AS3D-SA5Z,B0H83H71F8,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH|GEL_PACK_COUNT_OR_LAYOUT_FAIL,3332a98d8963d6662a8e38946193c233f9bf232b15f3954fc08024091ee4b703,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/085-PU-AS3D-SA5Z-B0H83H71F8-3332a98d8963.jpg,https://m.media-amazon.com/images/I/817phI3h+lL.jpg
86,PW-ASDZ-CSR8,B0H839TPC5,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,45458bffece45980c5e290511a0d3993cf7d934699d74a63e0bd84d14635a1e1,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/086-PW-ASDZ-CSR8-B0H839TPC5-45458bffece4.jpg,https://m.media-amazon.com/images/I/81VQ7HwlXbL.jpg
87,PY-ASBM-WX6W,B0H82B7GV5,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,KEEP,,622776a2516db99ed95a918fa5bbe3b53f6351d57d529e763de7212eef8dbdd7,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/087-PY-ASBM-WX6W-B0H82B7GV5-622776a2516d.jpg,https://m.media-amazon.com/images/I/81rJ8hY94rL.jpg
88,QC-ASX2-RHPA,B0H83TQPJB,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,d306716faf104a288f354987f88355504e1b2cf85e82246b18dd439716242802,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/088-QC-ASX2-RHPA-B0H83TQPJB-d306716faf10.jpg,https://m.media-amazon.com/images/I/81q7CWTu60L.jpg
89,QE-ASEQ-4YV5,B0H82CBLRM,KEEP,OWNER_RELAXED_DEFAULT_KEEP,"Keep the current MAIN under the owner-approved relaxed norm; strict cosmetic, count, layout, ice, minor print, or unproven-edition objections are non-blocking unless human arbitration confirmed a fictional/wrong/missing product.",,REPAIR,CARTON_COUNT_MATH_MISMATCH,21b8446d87886aab32356a816061014cdfd3ecd72d264f0126b772cbfaa85d0d,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/089-QE-ASEQ-4YV5-B0H82CBLRM-21b8446d8788.jpg,https://m.media-amazon.com/images/I/81duEBhEhEL.jpg
