sku,asin,main_decision,main_sha256,main_reason_codes,approved_replacement_candidate,gallery_structure_status,gallery_secondary_count,gallery_slot_1_status,gallery_product_visual_status,content_deterministic_status,content_full_evidence_status,content_failure_messages,content_fix_in_plan,price_status,consumer_price_check,business_price_check,min_price_check,max_price_check,discount_absent_check,list_price_absent_check,buyable,discoverable,required_repairs
VN-AS1A-D572,B0H82PKK18,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,FAIL_REPAIR_REQUIRED,FAIL_AND_NEEDS_EVIDENCE,title count 180 does not equal recipe count 45,true,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MISMATCH,MISMATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|REPAIR_TEXT_SEMANTICS|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
EJ-ASCD-8K87,B0H82PXWKS,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
YH-ASQ8-45ED,B0H82QPCJL,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
VC-ASQE-L5Z5,B0H82QYM85,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
QX-AS89-H8YC,B0H82RQ226,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,FAIL_REPAIR_REQUIRED,FAIL_AND_NEEDS_EVIDENCE,own-brand content uses retail-count × pack-of multiplication,true,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|REPAIR_TEXT_SEMANTICS|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER|CLEAR_OPERATIONAL_LISTING_ISSUES
GR-AS1P-DBB2,B0H82S7TFG,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
SA-ASDW-SNEW,B0H82SMZ2M,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
FV-AS47-EJZW,B0H82SZSYJ,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
PJ-ASAX-6LTG,B0H82T12L7,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,FAIL_REPAIR_REQUIRED,FAIL_AND_NEEDS_EVIDENCE,own-brand content uses retail-count × pack-of multiplication,true,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,false,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|REPAIR_TEXT_SEMANTICS|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER|CLEAR_OPERATIONAL_LISTING_ISSUES
NJ-ASAC-PTK2,B0H82X48CD,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
WK-AS2R-FJUW,B0H82XBNVN,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,FAIL_REPAIR_REQUIRED,FAIL_AND_NEEDS_EVIDENCE,own-brand title must contain exactly one count claim equal to 90; found none,false,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|REPAIR_TEXT_SEMANTICS|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER|CLEAR_OPERATIONAL_LISTING_ISSUES
LH-ASP7-KZR4,B0H82XNFRW,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
SA-ASCK-J2B2,B0H82XP1MM,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,false,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER|CLEAR_OPERATIONAL_LISTING_ISSUES
YA-ASX6-PZE7,B0H82YB4PD,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
HU-ASMI-DN3X,B0H82YMT6K,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,FAIL_REPAIR_REQUIRED,FAIL_AND_NEEDS_EVIDENCE,"own-brand recipe contains individual pieces, not retail boxes/cases",true,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|REPAIR_TEXT_SEMANTICS|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER|CLEAR_OPERATIONAL_LISTING_ISSUES
XV-ASEU-GDUX,B0H82YRTS3,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,5,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,FAIL_REPAIR_REQUIRED,FAIL_AND_NEEDS_EVIDENCE,own-brand content uses retail-count × pack-of multiplication,true,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|REPAIR_TEXT_SEMANTICS|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER|CLEAR_OPERATIONAL_LISTING_ISSUES
AC-AS4J-B64F,B0H82ZZS2P,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,FAIL_REPAIR_REQUIRED,FAIL_AND_NEEDS_EVIDENCE,own-brand content uses retail-count × pack-of multiplication,true,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|REPAIR_TEXT_SEMANTICS|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
SS-AS9K-U9TV,B0H831889Q,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
JL-ASUC-JUZE,B0H831MXGD,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
HX-ASO8-XCL2,B0H832SD15,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,FAIL_REPAIR_REQUIRED,FAIL_AND_NEEDS_EVIDENCE,"own-brand recipe contains individual pieces, not retail boxes/cases",true,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|REPAIR_TEXT_SEMANTICS|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
WC-ASH5-EFN6,B0H833W54L,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,false,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER|CLEAR_OPERATIONAL_LISTING_ISSUES
UD-AS9J-QNY6,B0H834L7P6,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
TP-AS91-8PAZ,B0H835T5HN,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,FAIL_REPAIR_REQUIRED,FAIL_AND_NEEDS_EVIDENCE,own-brand content uses retail-count × pack-of multiplication,true,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|REPAIR_TEXT_SEMANTICS|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
RR-ASG1-JVKV,B0H8361PYX,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
JH-ASV9-Z46X,B0H8369PMK,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER|CLEAR_OPERATIONAL_LISTING_ISSUES
BY-ASY2-8UJJ,B0H83789KC,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
MP-ASZ9-TKE7,B0H837HLKC,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,5,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,FAIL_REPAIR_REQUIRED,FAIL_AND_NEEDS_EVIDENCE,own-brand content uses retail-count × pack-of multiplication,true,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|REPAIR_TEXT_SEMANTICS|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER|CLEAR_OPERATIONAL_LISTING_ISSUES
TQ-ASC4-P2NP,B0H839G6RQ,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
PW-ASDZ-CSR8,B0H839TPC5,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,false,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER|CLEAR_OPERATIONAL_LISTING_ISSUES
QX-ASS6-4T4F,B0H83B6TYP,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
ES-AS8A-3W3M,B0H83D8TFQ,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
DF-ASQT-BLUQ,B0H83FKSN6,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
UG-ASUO-L4D9,B0H83FP8WW,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MATCH,MISMATCH,MATCH,MATCH,MATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER
KP-ASYC-RN84,B0H83FYZR3,UNOBSERVABLE,,NO_LOCAL_BYTES_FOR_OBSERVED_AMAZON_MAIN_URL,false,PASS_METADATA_AND_HASH_ALLOWLIST,7,VERIFIED_REQUIRED_INFOGRAPHIC,UNOBSERVABLE,PASS_LIMITED_RULESET,NEEDS_EVIDENCE,,,FAIL_REPAIR_REQUIRED,MISMATCH,MISMATCH,MATCH,MATCH,MISMATCH,MISMATCH,true,true,OBSERVE_MAIN_THEN_KEEP_OR_REGENERATE|DOWNLOAD_AND_VISUALLY_VERIFY_LIVE_PRODUCT_SECONDARIES|BIND_TEXT_AND_STRUCTURED_CLAIMS_TO_PHYSICAL_PACKAGE_EVIDENCE|REPAIR_CANONICAL_OFFER|CLEAR_OPERATIONAL_LISTING_ISSUES
